listing_id,source,category,make,model,year,engine_cc,fuel_type,transmission,mileage_km,color,condition,num_owners,registered,registration_city,city,price_pkr,listing_date
PK-75663681,OLX,Car,Toyota,Prius,2020,1800,Petrol,Automatic,61500,Black,Good,1,Yes,Gujranwala,Faisalabad,5467000,2023-02-06
PK-57242776,OLX,Motorcycle,Suzuki,Gixxer 150,2020,150,Petrol,Manual,27400,Silver,Good,3,Yes,Rawalpindi,Gujranwala,287000,2024-10-31
PK-92614210,OLX,Motorcycle,United,US 125,2024,125,Petrol,Manual,0,Blue,Excellent,1,No,Un-Registered,Karachi,150000,2024-09-20
PK-66975380,OLX,Car,Toyota,Corolla,2019,1800,Diesel,Manual,46000,Brown,Good,1,Yes,Faisalabad,Lahore,3329000,2024-05-24
PK-21853072,OLX,Motorcycle,Yamaha,R15,2024,155,Petrol,Manual,0,Blue,Good,1,Yes,Islamabad,Karachi,705000,2024-05-12
PK-44676330,OLX,Motorcycle,Yamaha,YBR 125,2023,125,Petrol,Manual,7600,Orange,Good,2,Yes,Karachi,Karachi,180000,2023-07-01
PK-21170209,OLX,Car,Hyundai,Santro,2021,1000,Petrol,CVT,16000,Black,Good,1,Yes,Bahawalpur,Lahore,1943000,2023-04-24
PK-26105863,PakWheels,Car,Kia,Sportage,2022,2000,CNG+Petrol,Automatic,28000,Beige,Good,3,No,Un-Registered,Islamabad,7118000,2024-08-03
PK-22053370,PakWheels,Car,Honda,Fit,2015,1300,Petrol,Manual,105000,Brown,Excellent,1,Yes,Larkana,Lahore,1538000,2023-11-03
PK-96376260,PakWheels,Car,Proton,X70,2023,1800,CNG+Petrol,Automatic,10500,Red,Excellent,2,Yes,Larkana,Sukkur,7920000,2023-12-20
PK-93653898,PakWheels,Car,MG,ZS,2024,1500,Petrol,Manual,0,White,Excellent,2,Yes,Multan,Karachi,7068000,2023-10-27
PK-30262391,OLX,Motorcycle,Honda,Pridor,2016,100,Petrol,Manual,65800,White,Good,1,Yes,Sargodha,Sialkot,85000,2023-07-23
PK-48727665,OLX,Car,Toyota,Yaris,2024,1300,Petrol,CVT,0,Grey,Good,1,Yes,Multan,Islamabad,3306000,2023-09-13
PK-99484103,PakWheels,Motorcycle,Ravi,RX 70,2021,70,Petrol,Manual,17400,Orange,Needs Work,1,No,Un-Registered,Faisalabad,55000,2024-03-06
PK-64543706,PakWheels,Car,Hyundai,Santro,2024,1000,Diesel,Manual,0,Beige,Needs Work,3,No,Un-Registered,Islamabad,1862000,2024-12-02
PK-27113524,OLX,Motorcycle,Honda,CB 150F,2023,150,Petrol,Manual,8600,Silver,Fair,2,No,Un-Registered,Hyderabad,286000,2024-10-17
PK-80885469,OLX,Motorcycle,Suzuki,GD 110S,2019,110,Petrol,Manual,19800,Grey,Excellent,1,Yes,Hyderabad,Lahore,124000,2023-04-03
PK-33273412,PakWheels,Motorcycle,United,US 100,2022,100,Petrol,Manual,19800,Blue,Good,1,Yes,Sialkot,Lahore,103000,2024-03-05
PK-35685863,PakWheels,Car,Suzuki,Cultus,2024,1000,Petrol,Manual,0,Red,Excellent,1,Yes,Islamabad,Faisalabad,2328000,2024-07-26
PK-13280750,PakWheels,Car,Hyundai,Elantra,2020,2000,CNG+Petrol,CVT,36500,Black,Fair,1,Yes,Larkana,Karachi,4470000,2024-06-11
PK-44529256,PakWheels,Car,Changan,Alsvin,2023,1500,Petrol,Manual,13500,Black,Good,1,No,Un-Registered,Faisalabad,3685000,2023-07-10
PK-99289816,OLX,Car,Hyundai,Santro,2024,1000,Petrol,CVT,0,Silver,Good,1,Yes,Rawalpindi,Rawalpindi,2761000,2023-02-16
PK-50067637,PakWheels,Car,Kia,Stonic,2023,1000,Petrol,Automatic,15000,Green,Good,1,Yes,Sialkot,Karachi,5101000,2023-10-10
PK-42558253,OLX,Motorcycle,Suzuki,GS 150,2020,150,Petrol,Manual,40400,Black,Good,2,Yes,Sargodha,Lahore,140000,2024-02-22
PK-48189707,PakWheels,Car,Toyota,Prius,2014,1800,Diesel,CVT,38000,Beige,Fair,2,Yes,Multan,Rawalpindi,5100000,2024-11-12
PK-73207479,OLX,Car,Suzuki,Cultus,2022,1000,Petrol,Automatic,30000,Silver,Excellent,2,Yes,Larkana,Islamabad,2018000,2023-04-08
PK-77030804,PakWheels,Motorcycle,Honda,CB 125F,2024,125,Petrol,Manual,0,Silver,Fair,1,No,Un-Registered,Multan,198000,2024-11-27
PK-92218293,PakWheels,Motorcycle,Honda,CB 125F,2024,125,Petrol,Manual,0,Silver,Good,1,No,Un-Registered,Karachi,226000,2023-02-06
PK-83782999,PakWheels,Car,Honda,HR-V,2022,1500,Petrol,Manual,28000,Red,Fair,2,Yes,Sargodha,Karachi,6972000,2023-06-22
PK-67791620,PakWheels,Motorcycle,Yamaha,YBR 125,2018,125,Petrol,Manual,49800,Blue,Good,1,Yes,Lahore,Islamabad,119000,2024-10-01
PK-33540773,OLX,Motorcycle,Honda,CG 125,2024,125,Petrol,Manual,0,Silver,Fair,1,No,Un-Registered,Karachi,156000,2024-01-14
PK-22562333,OLX,Car,Suzuki,Every,2018,660,CNG+Petrol,CVT,58500,Grey,Good,1,Yes,Quetta,Karachi,2380000,2023-09-21
PK-13640697,OLX,Car,Kia,Stonic,2021,1000,Petrol,Manual,34500,Black,Good,1,Yes,Sialkot,Islamabad,4572000,2024-12-29
PK-30367033,PakWheels,Motorcycle,Honda,CB 150F,2021,150,Petrol,Manual,9200,Silver,Excellent,3,Yes,Karachi,Faisalabad,301000,2023-02-07
PK-63034664,PakWheels,Car,Honda,City,2019,1200,CNG+Petrol,Automatic,63000,Green,Good,1,Yes,Larkana,Faisalabad,2380000,2024-07-02
PK-76575577,PakWheels,Car,Toyota,Yaris,2020,1300,Petrol,CVT,21500,Grey,Fair,3,Yes,Larkana,Faisalabad,2295000,2024-05-04
PK-94691777,PakWheels,Car,Toyota,Corolla,2016,1800,Petrol,Automatic,80000,Blue,Excellent,1,Yes,Sukkur,Multan,2975000,2024-09-24
PK-15526598,OLX,Car,MG,ZS,2023,1500,Petrol,CVT,13000,Green,Good,2,Yes,Bahawalpur,Karachi,6022000,2024-09-22
PK-73558009,OLX,Motorcycle,Yamaha,YBR 125,2015,125,Petrol,Manual,73000,Green,Fair,2,Yes,Rawalpindi,Rawalpindi,119000,2024-05-30
PK-94694927,PakWheels,Car,Toyota,Yaris,2020,1300,Petrol,Automatic,70500,Grey,Good,1,Yes,Faisalabad,Karachi,2348000,2024-12-28
PK-28240107,OLX,Car,Honda,Fit,2014,1300,Petrol,Automatic,118500,White,Fair,2,Yes,Faisalabad,Bahawalpur,1530000,2023-04-06
PK-66634012,OLX,Car,Suzuki,Wagon R,2020,1000,Petrol,Automatic,54500,Black,Good,2,Yes,Bahawalpur,Karachi,1629000,2023-07-04
PK-21495364,PakWheels,Car,Honda,Civic,2017,1800,CNG+Petrol,Manual,70500,White,Fair,1,Yes,Sargodha,Faisalabad,3570000,2023-06-06
PK-99506808,PakWheels,Motorcycle,Road Prince,RP 70,2024,70,Petrol,Manual,0,White,Good,2,No,Un-Registered,Rawalpindi,85000,2023-06-15
PK-54852112,OLX,Car,Honda,Civic,2017,1800,Petrol,Manual,69500,Grey,Excellent,1,Yes,Peshawar,Sukkur,3570000,2023-01-22
PK-15609238,PakWheels,Car,Kia,Picanto,2021,1000,Petrol,Manual,27000,Golden,Fair,2,Yes,Peshawar,Quetta,2001000,2023-06-22
PK-74611183,PakWheels,Car,Toyota,Hilux,2024,2800,CNG+Petrol,Manual,0,White,Good,3,Yes,Sialkot,Lahore,9497000,2023-11-23
PK-90946099,OLX,Car,Suzuki,Jimny,2021,1500,Petrol,Automatic,36000,White,Fair,1,No,Un-Registered,Sargodha,4080000,2024-11-05
PK-52765931,OLX,Car,Suzuki,Wagon R,2017,1000,CNG+Petrol,Manual,88500,Brown,Fair,2,Yes,Gujranwala,Karachi,1445000,2024-02-10
PK-77850813,OLX,Car,Honda,BRV,2018,1500,Petrol,Automatic,61500,Brown,Good,1,Yes,Hyderabad,Islamabad,4158000,2024-10-04
PK-31973942,PakWheels,Motorcycle,Honda,CD 70,2022,70,Petrol,Manual,9600,Blue,Excellent,3,Yes,Hyderabad,Lahore,120000,2023-04-22
PK-84560540,OLX,Car,MG,HS,2023,1500,Petrol,Manual,12000,Green,Good,1,Yes,Peshawar,Lahore,8622000,2023-10-13
PK-96222939,OLX,Car,Kia,Sportage,2024,2000,Petrol,Automatic,0,Grey,Fair,3,Yes,Karachi,Rawalpindi,6546000,2024-04-24
PK-85291602,PakWheels,Motorcycle,Suzuki,GS 150,2018,150,Petrol,Manual,36200,Orange,Excellent,2,Yes,Islamabad,Larkana,131000,2023-11-16
PK-14800258,PakWheels,Car,Suzuki,Swift,2017,1300,Petrol,Automatic,91500,Green,Fair,3,Yes,Quetta,Rawalpindi,1870000,2023-04-28
PK-32711457,PakWheels,Car,Honda,City,2015,1200,Hybrid,CVT,68000,Beige,Good,2,Yes,Sialkot,Lahore,2380000,2024-09-20
PK-50157434,PakWheels,Motorcycle,Yamaha,YBR 125,2015,125,Petrol,Manual,69400,White,Good,2,Yes,Larkana,Lahore,119000,2023-05-25
PK-36995193,OLX,Motorcycle,United,US 100,2020,100,Petrol,Manual,25800,Black,Needs Work,1,No,Un-Registered,Gujranwala,68000,2024-07-16
PK-65592149,PakWheels,Car,Toyota,Corolla,2018,1800,Petrol,CVT,63500,Brown,Good,3,Yes,Sargodha,Karachi,3128000,2024-03-01
PK-18359252,PakWheels,Car,Kia,Sorento,2022,2500,CNG+Petrol,Manual,26000,Pearl White,Good,1,Yes,Hyderabad,Karachi,11123000,2023-06-05
PK-15963222,OLX,Motorcycle,United,US 100,2023,100,Petrol,Manual,8800,Grey,Good,1,Yes,Rawalpindi,Sialkot,103000,2024-12-03
PK-76547190,PakWheels,Car,Hyundai,Santro,2024,1000,Petrol,CVT,0,Golden,Excellent,1,No,Un-Registered,Rawalpindi,2737000,2023-01-19
PK-16174008,PakWheels,Car,Toyota,Vitz,2018,1000,Petrol,CVT,61500,Silver,Excellent,1,Yes,Quetta,Islamabad,2091000,2023-03-18
PK-54226861,PakWheels,Car,MG,5,2023,1500,Petrol,Automatic,13000,Silver,Good,2,Yes,Quetta,Lahore,5085000,2023-05-21
PK-26940639,OLX,Car,Honda,Civic,2018,1800,Petrol,Manual,62000,Pearl White,Excellent,1,No,Un-Registered,Islamabad,3861000,2024-07-01
PK-87763631,PakWheels,Car,Honda,City,2022,1200,CNG+Petrol,Manual,24000,Beige,Good,1,Yes,Bahawalpur,Lahore,3066000,2024-06-25
PK-97326280,PakWheels,Car,Suzuki,Swift,2023,1300,Petrol,Automatic,8500,Red,Fair,2,Yes,Quetta,Karachi,2305000,2023-01-15
PK-74256437,OLX,Car,Honda,Fit,2014,1300,Petrol,Automatic,153000,Beige,Excellent,3,Yes,Rawalpindi,Islamabad,1530000,2024-05-29
PK-19941358,OLX,Car,MG,ZS,2022,1500,Diesel,CVT,25500,Blue,Good,2,No,Un-Registered,Islamabad,6065000,2024-03-11
PK-27662561,PakWheels,Motorcycle,Honda,CB 125F,2023,125,Petrol,Manual,11200,White,Needs Work,1,No,Un-Registered,Sukkur,153000,2024-08-28
PK-81162107,OLX,Car,Toyota,Yaris,2024,1300,Petrol,CVT,0,Red,Good,1,Yes,Rawalpindi,Karachi,3039000,2023-12-23
PK-14080116,PakWheels,Car,MG,5,2023,1500,Petrol,CVT,13500,Maroon,Good,1,Yes,Sukkur,Gujranwala,5097000,2024-02-01
PK-13397006,PakWheels,Car,Changan,Oshan X7,2022,1500,Petrol,Manual,21500,Silver,Good,1,Yes,Sialkot,Karachi,6350000,2023-08-19
PK-13776217,PakWheels,Motorcycle,Honda,CG 125,2022,125,Petrol,Manual,13600,Black,Needs Work,2,No,Un-Registered,Islamabad,120000,2023-12-08
PK-26014825,PakWheels,Car,Honda,Civic,2021,1800,Petrol,CVT,36000,Golden,Good,1,Yes,Multan,Karachi,4873000,2023-09-27
PK-23259460,PakWheels,Car,Suzuki,Every,2024,660,Petrol,Manual,0,Grey,Excellent,2,Yes,Quetta,Karachi,3133000,2024-07-18
PK-21409636,PakWheels,Car,Proton,X70,2021,1800,Petrol,Automatic,45500,Pearl White,Excellent,1,No,Un-Registered,Lahore,6432000,2024-02-17
PK-43342063,OLX,Motorcycle,Honda,CG 125,2019,125,Petrol,Manual,54400,Red,Good,1,Yes,Larkana,Lahore,119000,2024-03-02
PK-77410619,OLX,Car,Hyundai,Tucson,2022,2000,Petrol,Manual,27500,Grey,Fair,2,Yes,Sialkot,Rawalpindi,5865000,2024-05-18
PK-50142446,PakWheels,Car,MG,5,2022,1500,Petrol,Manual,26500,Golden,Needs Work,1,Yes,Peshawar,Karachi,3825000,2024-06-01
PK-94738725,PakWheels,Car,Changan,Oshan X7,2024,1500,Hybrid,CVT,0,Grey,Fair,1,No,Un-Registered,Lahore,6195000,2023-11-01
PK-21867635,OLX,Motorcycle,Suzuki,Gixxer 150,2022,150,Petrol,Manual,21400,Orange,Good,2,Yes,Rawalpindi,Lahore,317000,2024-06-05
PK-64349413,PakWheels,Car,MG,HS,2022,1500,Diesel,Automatic,20500,White,Excellent,2,Yes,Lahore,Multan,7689000,2023-12-10
PK-57443611,PakWheels,Car,Toyota,Land Cruiser,2019,4000,CNG+Petrol,Automatic,59500,Grey,Good,1,Yes,Gujranwala,Islamabad,27173000,2024-10-06
PK-46114612,OLX,Motorcycle,Honda,CG 125,2016,125,Petrol,Manual,70400,Black,Good,1,Yes,Islamabad,Rawalpindi,102000,2023-12-04
PK-29145387,PakWheels,Car,Honda,City,2021,1200,Petrol,Automatic,26000,Golden,Excellent,4,Yes,Lahore,Gujranwala,3275000,2024-11-12
PK-73053550,PakWheels,Car,Suzuki,Cultus,2022,1000,Petrol,Automatic,23000,Silver,Excellent,1,Yes,Bahawalpur,Karachi,2137000,2023-05-12
PK-19547433,OLX,Car,MG,HS,2023,1500,Petrol,Manual,4500,Red,Fair,1,Yes,Multan,Karachi,6821000,2023-06-15
PK-38013349,PakWheels,Car,Toyota,Hilux,2018,2800,Petrol,Manual,35500,Black,Fair,2,Yes,Quetta,Lahore,6375000,2023-02-11
PK-26638686,OLX,Car,Toyota,Fortuner,2020,2700,CNG+Petrol,CVT,53500,White,Needs Work,1,Yes,Peshawar,Karachi,7650000,2024-09-12
PK-47445821,PakWheels,Car,Honda,BRV,2022,1500,Petrol,CVT,25500,Blue,Excellent,1,Yes,Lahore,Rawalpindi,5340000,2023-02-17
PK-30269676,OLX,Motorcycle,United,US 125,2023,125,Petrol,Manual,6400,Green,Good,2,Yes,Lahore,Rawalpindi,132000,2023-08-28
PK-90170970,OLX,Car,Hyundai,Elantra,2023,2000,Hybrid,Automatic,10000,Grey,Good,1,Yes,Lahore,Lahore,6380000,2023-10-24
PK-55103697,PakWheels,Car,Honda,Civic,2022,1800,Hybrid,Manual,22500,Maroon,Fair,1,Yes,Faisalabad,Lahore,3871000,2023-09-23
PK-14071501,PakWheels,Motorcycle,Honda,CG 125,2017,125,Petrol,Manual,42600,Silver,Excellent,2,No,Un-Registered,Islamabad,102000,2023-03-02
PK-22944497,PakWheels,Car,Hyundai,Tucson,2023,2000,Diesel,Manual,13500,White,Excellent,1,Yes,Peshawar,Karachi,7865000,2024-03-23
PK-68098551,OLX,Car,Honda,Civic,2019,1800,Diesel,Manual,51000,Pearl White,Excellent,1,Yes,Bahawalpur,Karachi,4459000,2024-09-26
PK-87126909,PakWheels,Car,Suzuki,Alto,2022,660,Petrol,Manual,22500,White,Excellent,1,Yes,Multan,Faisalabad,1549000,2024-11-11
PK-77350472,OLX,Car,Changan,M9,2022,1000,Diesel,Manual,30500,Blue,Excellent,2,Yes,Bahawalpur,Larkana,2925000,2023-09-04
PK-29946809,OLX,Motorcycle,Yamaha,MT-15,2024,155,Petrol,Manual,0,Grey,Good,2,Yes,Islamabad,Quetta,834000,2024-06-14
PK-95978451,PakWheels,Motorcycle,Honda,CB 150F,2018,150,Petrol,Manual,42400,Black,Needs Work,1,No,Un-Registered,Karachi,212000,2023-07-12
PK-43362943,OLX,Car,Changan,M9,2024,1000,Petrol,Automatic,0,Grey,Good,2,Yes,Peshawar,Hyderabad,2989000,2024-02-05
PK-37072082,PakWheels,Car,Proton,Saga,2022,1300,CNG+Petrol,Automatic,27500,Red,Fair,1,Yes,Quetta,Karachi,2402000,2024-08-24
PK-51638598,PakWheels,Car,Suzuki,Every,2022,660,Petrol,Automatic,26500,Green,Good,1,Yes,Islamabad,Multan,2846000,2023-06-03
PK-76346709,OLX,Motorcycle,Honda,Pridor,2023,100,Petrol,Manual,5000,Red,Excellent,1,Yes,Quetta,Multan,135000,2023-06-28
PK-59622552,PakWheels,Car,Changan,M9,2024,1000,Petrol,Automatic,0,Blue,Excellent,2,No,Un-Registered,Lahore,3338000,2023-09-12
PK-15381194,PakWheels,Car,Honda,Civic,2018,1800,Petrol,Manual,63500,White,Fair,2,Yes,Bahawalpur,Islamabad,3570000,2024-05-22
PK-68061607,PakWheels,Motorcycle,Yamaha,R15,2021,155,Petrol,Manual,23000,Grey,Fair,2,No,Un-Registered,Karachi,510000,2023-01-19
PK-20494814,OLX,Car,Toyota,Fortuner,2017,2700,Petrol,Manual,49500,Golden,Good,1,Yes,Sukkur,Lahore,7650000,2024-04-13
PK-44261627,PakWheels,Car,Hyundai,Tucson,2022,2000,Petrol,Manual,27000,Maroon,Excellent,1,Yes,Sargodha,Lahore,7571000,2023-01-23
PK-39611798,PakWheels,Car,Honda,Civic,2019,1800,Hybrid,Manual,56000,Beige,Good,2,Yes,Larkana,Faisalabad,3783000,2023-02-21
PK-83784912,OLX,Car,Honda,Fit,2018,1300,Petrol,Manual,77000,White,Good,2,Yes,Peshawar,Sialkot,1552000,2023-01-31
PK-51540154,OLX,Car,Honda,City,2018,1200,Hybrid,Automatic,111000,Brown,Good,1,Yes,Peshawar,Sialkot,2380000,2024-08-30
PK-66748428,OLX,Car,Honda,City,2019,1200,CNG+Petrol,Manual,60000,Pearl White,Excellent,1,Yes,Lahore,Karachi,2623000,2023-02-16
PK-41416497,PakWheels,Motorcycle,Honda,Pridor,2019,100,Petrol,Manual,46600,Black,Fair,1,Yes,Islamabad,Islamabad,98000,2023-12-20
PK-12941149,OLX,Car,Changan,Alsvin,2022,1500,Petrol,CVT,31000,White,Fair,1,No,Un-Registered,Sialkot,3090000,2023-08-22
PK-91491568,PakWheels,Car,Hyundai,Santro,2024,1000,CNG+Petrol,CVT,0,Pearl White,Fair,2,Yes,Faisalabad,Lahore,2363000,2024-09-09
PK-63462637,OLX,Car,Toyota,Corolla,2022,1800,Petrol,Manual,21000,White,Good,2,Yes,Multan,Karachi,4110000,2023-08-02
PK-23697646,PakWheels,Car,MG,ZS,2024,1500,Petrol,Manual,0,Maroon,Good,1,Yes,Gujranwala,Karachi,6188000,2024-12-02
PK-81053310,PakWheels,Car,Kia,Sorento,2023,2500,CNG+Petrol,Manual,11000,Beige,Good,1,Yes,Peshawar,Karachi,12602000,2024-03-22
PK-89520411,PakWheels,Motorcycle,Suzuki,GS 150,2017,150,Petrol,Manual,61200,Blue,Excellent,1,No,Un-Registered,Multan,128000,2024-11-04
PK-24679315,OLX,Car,Suzuki,Wagon R,2023,1000,Petrol,CVT,20000,Brown,Good,2,Yes,Multan,Islamabad,2080000,2024-03-04
PK-19075671,PakWheels,Car,Hyundai,Tucson,2024,2000,Petrol,Automatic,0,Grey,Excellent,2,Yes,Rawalpindi,Karachi,7271000,2024-01-16
PK-68486943,OLX,Motorcycle,United,US 100,2023,100,Petrol,Manual,7800,Black,Good,1,No,Un-Registered,Islamabad,108000,2023-07-18
PK-98187917,OLX,Motorcycle,Honda,CB 125F,2023,125,Petrol,Manual,8600,Grey,Good,1,Yes,Peshawar,Faisalabad,209000,2023-05-03
PK-43406178,PakWheels,Car,Honda,Fit,2015,1300,Petrol,Manual,66500,Red,Needs Work,1,No,Un-Registered,Karachi,1530000,2023-08-09
PK-50913032,PakWheels,Car,MG,HS,2022,1500,Petrol,Manual,26000,Maroon,Fair,3,Yes,Peshawar,Peshawar,6941000,2023-11-28
PK-11056294,PakWheels,Motorcycle,Honda,CB 125F,2023,125,Petrol,Manual,9000,Silver,Good,1,Yes,Gujranwala,Rawalpindi,222000,2024-04-05
PK-70102014,OLX,Motorcycle,United,US 100,2021,100,Petrol,Manual,29600,Red,Good,1,No,Un-Registered,Faisalabad,93000,2024-08-30
PK-32912642,OLX,Car,Changan,Oshan X7,2021,1500,Hybrid,Manual,47000,Beige,Good,1,Yes,Bahawalpur,Lahore,6008000,2024-11-30
PK-58468322,OLX,Motorcycle,Honda,Pridor,2016,100,Petrol,Manual,67400,Blue,Excellent,1,Yes,Sargodha,Multan,85000,2023-06-23
PK-51830081,PakWheels,Motorcycle,Honda,CB 125F,2023,125,Petrol,Manual,9800,Silver,Good,2,Yes,Rawalpindi,Larkana,226000,2024-08-03
PK-86015178,OLX,Car,Toyota,Fortuner,2021,2700,Petrol,CVT,39500,Pearl White,Good,2,No,Un-Registered,Karachi,10419000,2023-07-06
PK-70236569,PakWheels,Motorcycle,United,US 70,2019,70,Petrol,Manual,36800,Blue,Good,1,Yes,Sukkur,Bahawalpur,69000,2024-03-20
PK-76249931,PakWheels,Car,Changan,Oshan X7,2023,1500,CNG+Petrol,CVT,14500,Red,Excellent,3,Yes,Larkana,Karachi,6659000,2023-08-05
PK-87814640,OLX,Car,Hyundai,Tucson,2022,2000,Hybrid,Manual,34500,Golden,Good,1,Yes,Islamabad,Faisalabad,6701000,2024-05-17
PK-65871754,OLX,Motorcycle,Ravi,RX 110,2016,110,Petrol,Manual,40400,Orange,Good,1,No,Un-Registered,Lahore,72000,2023-01-04
PK-28377398,PakWheels,Motorcycle,Yamaha,YBZ 125,2022,125,Petrol,Manual,13800,White,Needs Work,3,Yes,Lahore,Faisalabad,129000,2023-09-15
PK-27984869,PakWheels,Car,MG,HS,2024,1500,Petrol,CVT,0,Black,Good,1,Yes,Hyderabad,Karachi,8229000,2024-11-15
PK-18027625,OLX,Car,Kia,Sorento,2022,2500,CNG+Petrol,Manual,13000,Brown,Fair,2,Yes,Bahawalpur,Lahore,10866000,2023-03-31
PK-80662368,OLX,Car,Kia,Stonic,2023,1000,Petrol,CVT,12500,Grey,Fair,4,Yes,Lahore,Karachi,4433000,2024-01-23
PK-55150390,PakWheels,Car,MG,5,2023,1500,Petrol,CVT,6500,Red,Good,1,Yes,Gujranwala,Lahore,5290000,2024-04-06
PK-11722586,OLX,Car,Honda,Fit,2014,1300,Petrol,Manual,118500,Black,Good,1,No,Un-Registered,Faisalabad,1530000,2024-04-25
PK-15882399,PakWheels,Car,Honda,HR-V,2022,1500,Hybrid,CVT,22000,Black,Good,2,Yes,Bahawalpur,Lahore,7996000,2023-04-30
PK-38733874,OLX,Car,Hyundai,Tucson,2021,2000,Hybrid,Manual,30000,Black,Good,1,Yes,Sukkur,Faisalabad,6505000,2024-05-15
PK-61769856,PakWheels,Car,MG,5,2024,1500,Petrol,Manual,0,Blue,Good,1,Yes,Quetta,Gujranwala,5682000,2023-07-07
PK-20585201,PakWheels,Car,Toyota,Corolla,2016,1800,Petrol,Automatic,84500,Golden,Excellent,1,Yes,Islamabad,Lahore,2975000,2024-05-23
PK-75275936,OLX,Car,Honda,Civic,2022,1800,Diesel,Manual,22500,Pearl White,Good,2,Yes,Larkana,Lahore,4800000,2024-05-31
PK-64414716,OLX,Car,Kia,Sorento,2021,2500,Petrol,Automatic,36000,Black,Good,1,Yes,Gujranwala,Karachi,10544000,2024-11-28
PK-32364994,OLX,Motorcycle,Honda,Pridor,2021,100,Petrol,Manual,23400,Green,Good,1,No,Un-Registered,Karachi,107000,2024-02-29
PK-11385579,PakWheels,Car,Honda,City,2020,1200,CNG+Petrol,Manual,38000,Pearl White,Fair,1,Yes,Hyderabad,Hyderabad,2477000,2023-05-13
PK-22340723,PakWheels,Car,Suzuki,Every,2021,660,CNG+Petrol,Manual,24500,Black,Good,1,Yes,Peshawar,Lahore,2680000,2024-06-17
PK-97892973,PakWheels,Car,Toyota,Vitz,2012,1000,Petrol,Manual,135500,Golden,Good,1,Yes,Islamabad,Hyderabad,1700000,2023-09-06
PK-44837871,OLX,Car,Honda,HR-V,2020,1500,Petrol,Manual,49500,Red,Needs Work,3,Yes,Peshawar,Karachi,5950000,2023-06-26
PK-89611948,PakWheels,Car,Toyota,Land Cruiser,2015,4000,Petrol,Manual,128500,Maroon,Good,3,Yes,Peshawar,Gujranwala,21250000,2023-01-28
PK-88399776,PakWheels,Motorcycle,Yamaha,MT-15,2022,155,Petrol,Manual,19600,Grey,Excellent,1,Yes,Multan,Lahore,744000,2024-04-20
PK-56797212,OLX,Car,Kia,Sportage,2019,2000,Hybrid,Manual,44500,Pearl White,Excellent,2,Yes,Lahore,Sialkot,6257000,2024-09-04
PK-97272923,PakWheels,Car,Toyota,Hilux,2016,2800,CNG+Petrol,Manual,72500,Red,Good,1,No,Un-Registered,Multan,6375000,2024-02-20
PK-58357238,PakWheels,Car,Honda,City,2018,1200,Petrol,Manual,80500,Green,Excellent,1,Yes,Sukkur,Lahore,2380000,2023-01-10
PK-41621717,OLX,Car,Changan,M9,2024,1000,Petrol,Manual,0,Blue,Good,1,Yes,Faisalabad,Islamabad,2891000,2024-06-09
PK-69459055,PakWheels,Car,Kia,Picanto,2021,1000,Petrol,Manual,46000,White,Good,3,Yes,Peshawar,Hyderabad,2355000,2023-11-23
PK-50715093,OLX,Car,Proton,Saga,2023,1300,Diesel,Manual,17500,Maroon,Good,1,Yes,Sargodha,Peshawar,3010000,2024-03-11
PK-17886725,PakWheels,Car,Toyota,Yaris,2020,1300,CNG+Petrol,Automatic,50000,Maroon,Good,1,No,Un-Registered,Rawalpindi,2546000,2024-08-28
PK-97555411,OLX,Motorcycle,Honda,CD 70,2017,70,Petrol,Manual,43200,Silver,Good,1,No,Un-Registered,Rawalpindi,76000,2023-07-02
PK-84292690,OLX,Motorcycle,Yamaha,R15,2021,155,Petrol,Manual,28800,Blue,Good,1,Yes,Quetta,Karachi,635000,2024-10-17
PK-73617738,OLX,Car,Suzuki,Alto,2023,660,Petrol,Manual,18000,Beige,Excellent,1,Yes,Quetta,Faisalabad,1745000,2024-07-05
PK-55924574,PakWheels,Car,Hyundai,Santro,2023,1000,Petrol,Manual,14500,White,Good,1,Yes,Sialkot,Lahore,2181000,2023-03-25
PK-15839650,PakWheels,Motorcycle,Suzuki,GS 150,2018,150,Petrol,Manual,80600,White,Good,2,Yes,Sargodha,Lahore,128000,2023-09-12
PK-85759351,OLX,Motorcycle,Road Prince,RP 125,2021,125,Petrol,Manual,14200,Blue,Fair,1,Yes,Islamabad,Karachi,106000,2023-04-27
PK-95559440,PakWheels,Motorcycle,Suzuki,GS 150,2023,150,Petrol,Manual,8800,Orange,Excellent,2,Yes,Bahawalpur,Hyderabad,198000,2023-07-02
PK-50362608,OLX,Car,Suzuki,Every,2020,660,Hybrid,Automatic,33500,Brown,Excellent,3,Yes,Bahawalpur,Faisalabad,2694000,2024-04-06
PK-24131536,OLX,Motorcycle,United,US 100,2016,100,Petrol,Manual,73600,Green,Fair,1,Yes,Sialkot,Karachi,68000,2024-09-02
PK-60242229,PakWheels,Car,Kia,Picanto,2022,1000,CNG+Petrol,CVT,24000,Golden,Good,1,Yes,Sargodha,Islamabad,2586000,2024-09-11
PK-70738960,PakWheels,Motorcycle,Ravi,RX 110,2020,110,Petrol,Manual,32800,Green,Fair,1,Yes,Hyderabad,Rawalpindi,78000,2024-08-30
PK-86593769,OLX,Car,Toyota,Yaris,2020,1300,Petrol,Manual,54000,Maroon,Excellent,1,Yes,Gujranwala,Multan,2554000,2024-02-04
